3957.299132 0.000119 25269.76017    1114              ? 
3957.601412 0.000132 25267.83008    6588 3957.602270  NoID
3957.712496 0.000131 25267.12087    9848 3957.713212  ThII
3957.809861 0.000128 25266.49928   34718 3957.810469  ThII
3958.177025 0.000217 25264.15554    1193 3958.175166  ThII
3958.274800 0.000120 25263.53148    1156 3958.277021  ThII
3958.722388 0.007921 25260.67509     685              ? 
3958.751433 0.001903 25260.48975     986 3958.748996  NoID
3958.918118 0.000134 25259.42619     722              ? 
3959.357615 0.000138 25256.62234    1908 3959.357277  NoID
3959.499705 0.000134 25255.71599    4604 3959.499954  ArII
3960.047561 0.000135 25252.22196    2822 3960.049139  ThI
3960.341723 0.000122 25250.34631    1170 3960.342069  ThII
3960.420280 0.000127 25249.84545   60642 3960.420351  ThI
3960.721325 0.000136 25247.92627    2190 3960.721164  NoID
